title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
次葉 -turn the page-	Sub	SB2	0	0	0	0	0									TRUE	4	NP	F	0	-	427		TRUE	8	NP	F	0	-	716		TRUE	10	NP	F	0	-	1003										TRUE	4	NP	F	0	-	427		TRUE	8	NP	F	0	-	693		TRUE	10	NP	F	0	-	1073										
忍恋花	Sub	SB2	0	0	0	15.0255	34.8725									TRUE	5	NP	F	0	-	515		TRUE	9	NP	F	0	-	867		TRUE	11	EC	B	1431	99	1141	1.50255000E+001									TRUE	5	NP	F	0	-	508		TRUE	9	NP	F	0	-	856		TRUE	11	EX	AAA	2405	5	1330	3.48725000E+001									
Go Ahead!!	Sub	SB1	0	0	0	21.142	26.184									TRUE	7	NP	F	0	-	521		TRUE	10	HC	AA	1317	15	810		TRUE	12	F	A	1922	97	1413	2.11420000E+001									TRUE	7	NP	F	0	-	498		TRUE	10	FC	AAA	1445	0	792		TRUE	12	NC	A	2182	65	1403	2.61840000E+001									
DISAPPEAR feat. koyomin	Bits	Bits	4000	9500	11500	18.927	36.288									TRUE	4	NP	F	0	-	372		TRUE	9	EX	A	1402	5	954	1.89270000E+001	TRUE	11	NP	F	0	-	1497										TRUE	4	NP	F	0	-	374		TRUE	10	FC	AAA	1704	2	935		TRUE	12	HC	AA	2688	34	1645	3.62880000E+001									
#MAGiCVLGiRL_TRVP_B3VTZ	Bits	Bits	6000	9000	11500	0	42.108									TRUE	6	NP	F	0	-	588		TRUE	9	NP	F	0	-	991		TRUE	12	NP	F	0	-	1753										TRUE	6	NP	F	0	-	592		TRUE	9	NP	F	0	-	956		TRUE	11	EX	AAA	2904	3	1500	4.21080000E+001									
The Commanders	Sub	SB2	0	0	0	0	33.64									TRUE	5	NP	F	0	-	486		TRUE	8	NP	F	0	-	764		TRUE	10	NP	F	0	-	1227										TRUE	5	NP	F	0	-	485		TRUE	8	NP	F	0	-	803		TRUE	11	EX	AAA	2320	4	1282	3.36400000E+001									
Umbral	Sub	SB1	0	0	0	0	28.455									TRUE	3	NP	F	0	-	311		TRUE	7	NP	F	0	-	720		TRUE	10	NP	F	0	-	966										TRUE	3	NP	F	0	-	314		TRUE	7	NP	F	0	-	675		TRUE	10	FC	AAA	1897	0	1032	2.84550000E+001									
Steel Edge	Sub	SB2	0	0	0	35.8425	37.5985									TRUE	5	NP	F	0	-	466		TRUE	8	NP	F	0	-	759		TRUE	12	HC	AA	2655	41	1604	3.58425000E+001									TRUE	5	NP	F	0	-	487		TRUE	9	NP	F	0	-	938		TRUE	11	EX	AAA	2593	2	1392	3.75985000E+001									
Music is The Answer	Sub	SB1	0	0	0	0	28.3765									TRUE	4	NP	F	0	-	403		TRUE	8	NP	F	0	-	726		TRUE	10	NP	F	0	-	977										TRUE	4	NP	F	0	-	402		TRUE	8	NP	F	0	-	766		TRUE	10	EX	AAA	1957	7	1062	2.83765000E+001									
Amazing Mirage	Base	Base	0	0	0	16.51	36.6125	TRUE	2	NP	F	0	-	189		TRUE	5	NP	F	0	-	458		TRUE	9	NP	F	0	-	894		TRUE	11	F	B	1651	119	1343	1.65100000E+001	TRUE	12	NP	F	0	-	1684		TRUE	5	NP	F	0	-	459		TRUE	9	EX	AAA	1752	2	931		TRUE	11	EX	AAA	2525	7	1413	3.66125000E+001	TRUE	12	NP	F	0	-	1671		
Affection	Sub	SB1	0	0	0	0	20.04									TRUE	3	NP	F	0	-	305		TRUE	6	NP	F	0	-	610		TRUE	10	NP	F	0	-	1054										TRUE	3	NP	F	0	-	304		TRUE	6	NP	F	0	-	634		TRUE	10	NC	A	1670	17	1163	2.00400000E+001									
XINOBIKILL	Sub	SB2	0	0	0	0	37.044									TRUE	6	NP	F	0	-	506		TRUE	9	NP	F	0	-	910		TRUE	11	NP	F	0	-	1475										TRUE	5	NP	F	0	-	558		TRUE	9	NP	F	0	-	1074		TRUE	11	EX	AA	2646	15	1566	3.70440000E+001									
FUZIN RIZIN	Sub	SB1	0	0	0	40.851	45.598									TRUE	5	NP	F	0	-	609		TRUE	9	HC	AA	1682	9	1008		TRUE	12	HC	AA	3026	44	1929	4.08510000E+001									TRUE	6	NP	F	0	-	650		TRUE	9	NP	F	0	-	944		TRUE	12	EX	AA	3257	15	1931	4.55980000E+001									
ディッシュウォッシャー◎彡おいわちゃん	Sub	SS2	0	0	0	0	33.756									TRUE	3	NP	F	0	-	366		TRUE	7	NP	F	0	-	736		TRUE	11	NP	F	0	-	1280										TRUE	4	NP	F	0	-	386		TRUE	7	NP	F	0	-	761		TRUE	11	EX	AAA	2328	3	1292	3.37560000E+001									
ちらちら・はらはら	Base	Base	0	0	0	0	21.33									TRUE	3	NP	F	0	-	207		TRUE	5	NP	F	0	-	475		TRUE	7	NP	F	0	-	715										TRUE	2	NP	F	0	-	203		TRUE	5	NP	F	0	-	483		TRUE	7	FC	AAA	1422	2	742	2.13300000E+001									
Believe in you	Sub	SB1	0	0	0	0	33.9155									TRUE	5	NP	F	0	-	604		TRUE	8	NP	F	0	-	955		TRUE	10	NP	F	0	-	1226										TRUE	6	NP	F	0	-	582		TRUE	8	NP	F	0	-	924		TRUE	10	EX	AAA	2339	6	1251	3.39155000E+001									
Shoot'Em All	Sub	SB2	0	0	0	0	34.58									TRUE	3	NP	F	0	-	404		TRUE	7	NP	F	0	-	748		TRUE	11	NP	F	0	-	1264										TRUE	3	NP	F	0	-	318		TRUE	8	NP	F	0	-	855		TRUE	12	EX	AA	2470	12	1416	3.45800000E+001									
GuNGNiR	Bits	Bits	7000	10500	12000	29.835	46.3185									TRUE	7	NP	F	0	-	684		TRUE	11	HC	AA	2210	28	1397	2.98350000E+001	TRUE	12	NP	F	0	-	2081		TRUE	12	NP	F	0	-	2443		TRUE	7	NP	F	0	-	681		TRUE	10	EX	AA	2410	14	1420		TRUE	12	HC	AA	3431	51	2175	4.63185000E+001	TRUE	12	NC	A	3531	99	2428		
HADES	Sub	SS1	0	0	0	24.794	38.066									TRUE	5	NP	F	0	-	500		TRUE	9	NP	F	0	-	950		TRUE	12	F	A	2254	97	1601	2.47940000E+001									TRUE	5	NP	F	0	-	475		TRUE	9	NP	F	0	-	964		TRUE	12	EX	AA	2719	15	1564	3.80660000E+001									
お命ちょうDAI！901娘	Sub	SB2	0	0	0	0	0									TRUE	5	NP	F	0	-	490		TRUE	8	NP	F	0	-	810		TRUE	10	NP	F	0	-	1177										TRUE	5	NP	F	0	-	452		TRUE	8	NP	F	0	-	812		TRUE	10	NP	F	0	-	1264										
Beyond The Seven	Sub	SB1	0	0	0	11.016	36.424									TRUE	4	NP	F	0	-	373		TRUE	7	NC	A	918	13	671	1.10160000E+001	TRUE	11	NP	F	0	-	1375										TRUE	4	NP	F	0	-	472		TRUE	8	NP	F	0	-	733		TRUE	11	EX	AAA	2512	4	1387	3.64240000E+001									
elemental bender feat. Kanae Asaba	Sub	SB1	0	0	0	0	23.2									TRUE	3	NP	F	0	-	326		TRUE	6	NP	F	0	-	606		TRUE	8	NP	F	0	-	826										TRUE	3	NP	F	0	-	319		TRUE	6	NP	F	0	-	609		TRUE	8	EX	AAA	1600	2	846	2.32000000E+001									
Seaside Labyrinth	Sub	SB1	0	0	0	19.143	26.361									TRUE	4	NP	F	0	-	332		TRUE	7	NC	A	900	16	667		TRUE	9	EX	A	1418	11	953	1.91430000E+001									TRUE	4	NP	F	0	-	330		TRUE	6	NP	F	0	-	620		TRUE	9	EX	AAA	1818	2	972	2.63610000E+001									
SAMURAI-Scramble	Sub	SB1	0	0	0	22.417	31.08									TRUE	5	NP	F	0	-	511		TRUE	9	EX	AAA	1546	2	865	2.24170000E+001	TRUE	11	NP	F	0	-	1232		TRUE	12	NP	F	0	-	1576		TRUE	6	NP	F	0	-	559		TRUE	9	NP	F	0	-	957		TRUE	11	EX	AA	2220	16	1299	3.10800000E+001	TRUE	12	EC	A	2242	101	1572		
Warrior	Sub	SB1	0	0	0	0	22.08									TRUE	5	NP	F	0	-	517		TRUE	8	NP	F	0	-	914		TRUE	10	NP	F	0	-	1257										TRUE	5	NP	F	0	-	512		TRUE	9	NP	F	0	-	880		TRUE	10	NC	A	1840	56	1251	2.20800000E+001									
BREAK OVER	Sub	SB2	0	0	0	15.71	32.82									TRUE	5	NP	F	0	-	462		TRUE	9	NP	F	0	-	785		TRUE	11	F	B	1571	67	1210	1.57100000E+001									TRUE	5	NP	F	0	-	427		TRUE	8	FC	AAA	1374	2	712		TRUE	11	FC	AAA	2188	1	1193	3.28200000E+001									
Seize the Day	Bits	Bits	5000	8500	10500	18.348	30.086									TRUE	5	NP	F	0	-	389		TRUE	8	NP	F	0	-	696		TRUE	10	NC	A	1529	80	1100	1.83480000E+001									TRUE	5	NP	F	0	-	393		TRUE	9	FC	AAA	1707	1	940		TRUE	11	EX	AA	2149	13	1225	3.00860000E+001									
OTENAMI Hurricane	Sub	SB2	0	0	0	17.06	39.9195									TRUE	6	NP	F	0	-	670		TRUE	10	EC	B	1493	65	1135		TRUE	12	F	C	1706	-	1643	1.70600000E+001									TRUE	6	FC	AAA	1258	1	654		TRUE	10	EX	AAA	2031	10	1133		TRUE	12	HC	AA	2957	35	1743	3.99195000E+001									
Magical	Sub	SB1	0	0	0	23.296	29.175									TRUE	4	NP	F	0	-	410		TRUE	6	NP	F	0	-	601		TRUE	10	EX	AA	1664	9	1011	2.32960000E+001									TRUE	4	NP	F	0	-	410		TRUE	6	NP	F	0	-	635		TRUE	10	FC	AAA	1945	0	1028	2.91750000E+001									
Yellow Sketch(RX-Ver.S.P.L.)	Sub	SS3	0	0	0	0	37.646									TRUE	4	NP	F	0	-	389		TRUE	9	NP	F	0	-	943		TRUE	11	NP	F	0	-	1479										TRUE	4	NP	F	0	-	387		TRUE	9	EX	AA	1719	6	1010		TRUE	11	EX	AA	2689	14	1545	3.76460000E+001									
shuriken	Sub	SB1	0	0	0	15.54	35.554									TRUE	4	NP	F	0	-	396		TRUE	6	NP	F	0	-	573		TRUE	10	EC	B	1480	111	1298	1.55400000E+001									TRUE	4	NP	F	0	-	387		TRUE	8	FC	AAA	1255	2	660		TRUE	11	EX	AAA	2452	5	1321	3.55540000E+001									
九尾狐夜行	Sub	SB2	0	0	0	30.693	40.2085									TRUE	5	NP	F	0	-	438		TRUE	9	NP	F	0	-	912		TRUE	12	HC	A	2361	45	1521	3.06930000E+001									TRUE	5	NP	F	0	-	456		TRUE	9	NP	F	0	-	948		TRUE	12	EX	AAA	2773	6	1530	4.02085000E+001									
Sky High	Sub	SB1	0	0	0	0	37.414									TRUE	6	NP	F	0	-	603		TRUE	10	NP	F	0	-	1205		TRUE	12	NP	F	0	-	1943										TRUE	6	NP	F	0	-	589		TRUE	10	NC	B	1499	42	1192		TRUE	12	HC	A	2878	45	1918	3.74140000E+001									
Snakey Kung-fu	Bits	Bits	6000	10000	12000	0	42.07									TRUE	6	NP	F	0	-	563		TRUE	10	NP	F	0	-	1110		TRUE	12	NP	F	0	-	1751										TRUE	6	NP	F	0	-	539		TRUE	10	EX	AAA	2055	1	1122		TRUE	12	EX	AA	3005	19	1799	4.20700000E+001									
月雪に舞う華のように	Sub	SB2	0	0	0	18.2265	29.865									TRUE	5	NP	F	0	-	437		TRUE	7	EX	AAA	1257	4	683	1.82265000E+001	TRUE	10	NP	F	0	-	1083										TRUE	5	NP	F	0	-	446		TRUE	8	NP	F	0	-	722		TRUE	10	FC	AAA	1991	0	1053	2.98650000E+001									
INVISIBLE STRIX	Sub	SB2	0	0	0	0	33.544									TRUE	6	NP	F	0	-	601		TRUE	10	NP	F	0	-	1074		TRUE	11	NP	F	0	-	1331										TRUE	7	NP	F	0	-	600		TRUE	10	NP	F	0	-	1081		TRUE	11	EX	AA	2396	15	1383	3.35440000E+001									
RAIN	Sub	SB1	0	0	0	36.288	38.724									TRUE	6	NP	F	0	-	588		TRUE	9	NP	F	0	-	928		TRUE	12	HC	AA	2688	43	1657	3.62880000E+001									TRUE	6	NP	F	0	-	603		TRUE	10	NC	B	1358	28	1038		TRUE	12	EX	AA	2766	24	1755	3.87240000E+001									
刃図羅	Bits	Bits	6000	10000	12000	34.359	46.226									TRUE	6	NP	F	0	-	626		TRUE	10	NP	F	0	-	1082		TRUE	12	HC	A	2643	53	1746	3.43590000E+001									TRUE	6	NP	F	0	-	590		TRUE	10	FC	AAA	2060	1	1089		TRUE	12	EX	AAA	3188	18	1790	4.62260000E+001									
〆	Sub	SB2	0	0	0	28.462	47.068									TRUE	6	NP	F	0	-	657		TRUE	9	EX	AA	2033	7	1194	2.84620000E+001	TRUE	12	NP	F	0	-	1877										TRUE	6	NP	F	0	-	665		TRUE	10	EX	AAA	2183	2	1198		TRUE	12	EX	AA	3362	24	1933	4.70680000E+001									
BroGamer	Sub	SB2	0	0	0	30.6	46.884									TRUE	7	NP	F	0	-	699		TRUE	9	NP	F	0	-	1099		TRUE	11	EC	AA	2550	57	1568	3.06000000E+001	TRUE	12	NP	F	0	-	2383		TRUE	7	NP	F	0	-	667		TRUE	9	NP	F	0	-	1098		TRUE	11	EX	AAA	2913	9	1575		TRUE	12	EC	AA	3907	96	2342	4.68840000E+001	
Beat Juggling Mix	Sub	SB1	0	0	0	18.132	30.3615									TRUE	6	NP	F	0	-	531		TRUE	9	NP	F	0	-	837		TRUE	11	HC	B	1511	43	1138	1.81320000E+001	TRUE	12	NP	F	0	-	1363		TRUE	6	NP	F	0	-	533		TRUE	9	NP	F	0	-	859		TRUE	11	EX	AA	2050	13	1171		TRUE	12	HC	AA	2249	26	1406	3.03615000E+001	
SEQUENCE CAT	Sub	SB1	0	0	0	0	42.12									TRUE	5	NP	F	0	-	551		TRUE	10	NP	F	0	-	1128		TRUE	11	NP	F	0	-	1446										TRUE	6	NP	F	0	-	640		TRUE	10	FC	AA	2347	2	1333		TRUE	12	HC	AA	3120	82	1985	4.21200000E+001									
nostos	Bits	Bits	5000	8500	11000	16.84	32.004									TRUE	5	NP	F	0	-	471		TRUE	8	NP	F	0	-	722		TRUE	11	F	B	1684	97	1359	1.68400000E+001									TRUE	5	NP	F	0	-	486		TRUE	9	EX	AAA	1503	4	814		TRUE	11	EX	AA	2286	15	1324	3.20040000E+001									
crew	Sub	SB2	0	0	0	24.7135	41.9195									TRUE	3	FC	AAA	623	0	317		TRUE	8	EX	AAA	1612	4	885		TRUE	11	EC	A	2149	44	1480	2.47135000E+001									TRUE	4	FC	AAA	673	0	339		TRUE	9	FC	AAA	1811	0	946		TRUE	11	EX	AAA	2891	5	1574	4.19195000E+001									
Macuilxochitl	Sub	SB2	0	0	0	9.81	41.985									TRUE	7	NP	F	0	-	752		TRUE	10	F	D	981	-	1147	9.81000000E+000	TRUE	11	NP	F	0	-	1677										TRUE	7	NP	F	0	-	768		TRUE	10	FC	AAA	1917	1	1042		TRUE	11	FC	AAA	2799	3	1546	4.19850000E+001									
Surf on the Light	Sub	SB2	0	0	0	0	32.741									TRUE	4	NP	F	0	-	399		TRUE	8	NP	F	0	-	760		TRUE	10	NP	F	0	-	1154										TRUE	4	NP	F	0	-	412		TRUE	8	NP	F	0	-	880		TRUE	10	EX	AAA	2258	5	1198	3.27410000E+001									
Venom	Sub	SB1	0	0	0	32.344	35.798									TRUE	6	NP	F	0	-	656		TRUE	10	NP	F	0	-	1110		TRUE	12	HC	A	2488	57	1624	3.23440000E+001									TRUE	7	NP	F	0	-	641		TRUE	10	NP	F	0	-	1106		TRUE	11	EX	AA	2557	9	1451	3.57980000E+001									
Cyber True Color	Base	Base	0	0	0	18.4275	31.5955									TRUE	5	NP	F	0	-	504		TRUE	9	HC	AA	1365	8	863	1.84275000E+001	TRUE	11	NP	F	0	-	1207										TRUE	5	NP	F	0	-	481		TRUE	9	NP	F	0	-	831		TRUE	11	EX	AAA	2179	2	1216	3.15955000E+001									
恋はどう？モロ◎波動OK☆方程式!!	Sub	PNM1	0	0	0	0	28.275									TRUE	5	NP	F	0	-	518		TRUE	8	NP	F	0	-	805		TRUE	10	NP	F	0	-	1247										TRUE	5	NP	F	0	-	513		TRUE	8	NP	F	0	-	775		TRUE	10	EX	AAA	1950	3	1028	2.82750000E+001									
Lost wing at.0	Sub	SB2	0	0	0	17.444	31.01									TRUE	5	NP	F	0	-	475		TRUE	8	EX	AA	1246	5	752	1.74440000E+001	TRUE	11	NP	F	0	-	1261										TRUE	4	NP	F	0	-	418		TRUE	8	NP	F	0	-	709		TRUE	11	EX	AA	2215	13	1297	3.10100000E+001									
童話回廊	Bits	Bits	5000	9000	12000	0	35.784									TRUE	5	NP	F	0	-	484		TRUE	9	NP	F	0	-	905		TRUE	12	NP	F	0	-	1592										TRUE	5	NP	F	0	-	483		TRUE	9	NP	F	0	-	912		TRUE	12	EX	AA	2556	16	1478	3.57840000E+001									
Apocalypse	Bits	Bits	5000	9000	12000	35.711	41.8635									TRUE	5	NP	F	0	-	580		TRUE	9	NP	F	0	-	1096		TRUE	12	HC	A	2747	60	1814	3.57110000E+001									TRUE	5	NP	F	0	-	580		TRUE	9	NP	F	0	-	1081		TRUE	12	HC	AA	3101	40	1953	4.18635000E+001									
神謳 -RESONANCE-	Sub	LC2	0	0	0	43.8075	46.368									TRUE	7	EX	AA	1206	3	702		TRUE	10	EC	B	1698	51	1285		TRUE	12	HC	AA	3245	48	2047	4.38075000E+001									TRUE	7	NP	F	0	-	725		TRUE	10	FC	AAA	2439	0	1356		TRUE	12	EX	AA	3312	25	2052	4.63680000E+001									
THE CANNONBALLER	Sub	SS1	0	0	0	0	47.424									TRUE	6	NP	F	0	-	770		TRUE	10	NP	F	0	-	1236		TRUE	11	NP	F	0	-	1748		TRUE	12	NP	F	0	-	2398		TRUE	6	NP	F	0	-	753		TRUE	10	NP	F	0	-	1299		TRUE	11	EX	AA	3025	16	1807		TRUE	12	HC	A	3648	46	2383	4.74240000E+001	
ナイトシティー・アヴァンチュール	Sub	CB2	0	0	0	0	31.175									TRUE	5	NP	F	0	-	521		TRUE	7	NP	F	0	-	774		TRUE	9	NP	F	0	-	1047										TRUE	5	NP	F	0	-	511		TRUE	7	NP	F	0	-	774		TRUE	9	EX	AAA	2150	3	1139	3.11750000E+001									
DEATH†ZIGOQ ～怒りの高速爆走野郎～	Sub	CB1	0	0	0	25.532	43.5105									TRUE	7	NP	F	0	-	710		TRUE	10	HC	A	1964	33	1272	2.55320000E+001	TRUE	12	F	C	2305	197	2075		TRUE	12	NP	F	0	-	2459		TRUE	7	NP	F	0	-	732		TRUE	10	NP	F	0	-	1262		TRUE	12	HC	AA	3223	38	1999	4.35105000E+001	TRUE	12	EC	A	3578	121	2459		
Initiation	Sub	CB1	0	0	0	15.2985	39.273	TRUE	3	NP	F	0	-	330		TRUE	7	NP	F	0	-	762		TRUE	10	EC	B	1457	82	1277	1.52985000E+001	TRUE	12	NP	F	0	-	2018										TRUE	7	NP	F	0	-	817		TRUE	10	EX	AAA	2466	4	1338		TRUE	12	HC	A	3021	34	2018	3.92730000E+001									
ChaserXX	Sub	CB2	0	0	0	32.049	36.424									TRUE	6	NP	F	0	-	560		TRUE	9	HC	A	1451	13	988		TRUE	11	HC	AA	2374	31	1453	3.20490000E+001									TRUE	6	NP	F	0	-	571		TRUE	9	F	F	286	-	953		TRUE	11	EX	AAA	2512	10	1410	3.64240000E+001									
純真可憐デザイア	Base	Base	0	0	0	28.658	32.325	TRUE	1	NP	F	0	-	127		TRUE	4	NP	F	0	-	422		TRUE	8	NP	F	0	-	824		TRUE	10	EX	AA	2047	12	1172	2.86580000E+001									TRUE	4	NP	F	0	-	450		TRUE	8	NP	F	0	-	817		TRUE	10	FC	AAA	2155	0	1124	3.23250000E+001									
EMERALDAS	Bits	Bits	7000	11000	12000	0	30.59	TRUE	3	NP	F	0	-	265		FALSE	7	NP	F	0	-	704		TRUE	11	NP	F	0	-	1258		TRUE	12	NP	F	0	-	1833										FALSE	7	NP	F	0	-	691		TRUE	11	EX	AA	2162	11	1293		TRUE	12	EC	A	2660	121	1763	3.05900000E+001									
ANCHOR	Sub	CB1	0	0	0	23.75	43.54									TRUE	7	NP	F	0	-	680		TRUE	10	NP	F	0	-	1288		TRUE	12	F	B	2375	-	1835	2.37500000E+001									TRUE	7	NP	F	0	-	678		TRUE	10	FC	AAA	2377	3	1265		TRUE	12	EX	AA	3110	21	1830	4.35400000E+001									
AA -rebuild-	Sub	CB2	0	0	0	35.009	38.584									TRUE	7	NP	F	0	-	646		TRUE	10	NP	F	0	-	1253		TRUE	12	HC	A	2693	61	1820	3.50090000E+001									TRUE	7	NP	F	0	-	712		TRUE	10	EX	AA	2111	6	1192		TRUE	12	EX	AA	2756	27	1752	3.85840000E+001									
I Love You	Sub	CB1	0	0	0	0	33.404									TRUE	5	NP	F	0	-	540		TRUE	9	NP	F	0	-	970		TRUE	11	NP	F	0	-	1381										TRUE	5	NP	F	0	-	536		TRUE	9	NP	F	0	-	971		TRUE	11	EX	AA	2386	5	1379	3.34040000E+001									
バスルーム ロマンス	Sub	CB2	0	0	0	0	29.302									TRUE	5	NP	F	0	-	492		TRUE	8	NP	F	0	-	744		TRUE	10	NP	F	0	-	1228										TRUE	5	NP	F	0	-	494		TRUE	8	NP	F	0	-	752		TRUE	10	EX	AA	2093	9	1204	2.93020000E+001									
COSMIC☆WONDER☆REVOLUTION	Sub	SS2	0	0	0	13.45	28.8115									TRUE	4	NP	F	0	-	389		TRUE	7	NP	F	0	-	722		TRUE	9	F	B	1345	-	1049	1.34500000E+001									TRUE	5	NP	F	0	-	438		TRUE	7	NP	F	0	-	694		TRUE	9	EX	AAA	1987	1	1026	2.88115000E+001									
ACCELERATE	Sub	CB1	0	0	0	0	35.7135									TRUE	6	NP	F	0	-	597		TRUE	8	NP	F	0	-	895		TRUE	10	NP	F	0	-	1261										TRUE	5	NP	F	0	-	561		TRUE	8	NP	F	0	-	869		TRUE	10	EX	AAA	2463	3	1328	3.57135000E+001									
Expanded !!	Sub	CB2	0	0	0	5.2	0									TRUE	4	NP	F	0	-	341		TRUE	8	NP	F	0	-	788		TRUE	10	F	F	520	-	1324	5.20000000E+000									TRUE	4	NP	F	0	-	341		TRUE	8	NP	F	0	-	759		TRUE	10	NP	F	0	-	1377										
Life Is A Game ft.DD"ナカタ"Metal	Bits	Bits	6500	10000	12000	0	36.4365									FALSE	6	NP	F	0	-	642		TRUE	10	NP	F	0	-	999		TRUE	12	NP	F	0	-	1775										FALSE	7	NP	F	0	-	698		TRUE	10	NP	F	0	-	1169		TRUE	12	HC	AA	2699	44	1667	3.64365000E+001									
Back Spin Sweeper	Sub	CB2	0	0	0	23.361	29.778									TRUE	6	NP	F	0	-	438		TRUE	9	HC	AA	1212	15	717		TRUE	11	HC	A	1797	41	1156	2.33610000E+001									TRUE	6	NP	F	0	-	442		TRUE	9	EX	AAA	1475	3	778		TRUE	11	EX	AA	2127	6	1205	2.97780000E+001									
シムルグの目醒め	Sub	CB1	0	0	0	14.02	39.7575									TRUE	7	NP	F	0	-	717		TRUE	10	F	B	1402	-	1211	1.40200000E+001	TRUE	12	NP	F	0	-	1822										TRUE	7	NP	F	0	-	766		TRUE	10	EX	AA	2250	7	1293		TRUE	12	HC	AA	2945	31	1815	3.97575000E+001									
Abraxas	Base	Base	0	0	0	27.2025	29.26									TRUE	5	NP	F	0	-	403		TRUE	9	EX	AA	1470	7	844		TRUE	11	HC	AA	2015	29	1241	2.72025000E+001									TRUE	5	NP	F	0	-	414		TRUE	9	NP	F	0	-	921		TRUE	11	EX	AA	2090	14	1254	2.92600000E+001									
Papilio ulysses	Sub	CB2	0	0	0	17.97	33.291									TRUE	7	NP	F	0	-	614		TRUE	10	NP	F	0	-	1080		TRUE	12	F	B	1797	125	1498	1.79700000E+001									TRUE	7	NP	F	0	-	619		TRUE	10	EX	AA	1821	14	1069		TRUE	12	HC	AA	2466	15	1452	3.32910000E+001									
Mira	Sub	CB1	0	0	0	0	41.244									TRUE	5	NP	F	0	-	483		TRUE	9	NP	F	0	-	968		TRUE	11	NP	F	0	-	1596										TRUE	6	NP	F	0	-	558		TRUE	9	NP	F	0	-	926		TRUE	12	EX	AA	2946	21	1686	4.12440000E+001									
東京神話	Sub	SS2	0	0	0	0	32.751	TRUE	2	NP	F	0	-	235		TRUE	6	NP	F	0	-	528		TRUE	9	NP	F	0	-	914		TRUE	12	NP	F	0	-	1505		TRUE	12	NP	F	0	-	1903		TRUE	6	NP	F	0	-	500		TRUE	9	FC	AAA	1669	4	906		TRUE	12	HC	AA	2426	44	1533	3.27510000E+001	TRUE	12	F	A	2802	113	1861		
Beast mode	Sub	CB1	0	0	0	0	35.518									TRUE	6	NP	F	0	-	538		TRUE	9	NP	F	0	-	803		TRUE	11	NP	F	0	-	1395										TRUE	6	NP	F	0	-	533		TRUE	9	EX	AAA	1500	1	838		TRUE	11	EX	AA	2537	9	1445	3.55180000E+001									
FIRE BALL	Sub	CB2	0	0	0	18.684	32.6105									TRUE	5	NP	F	0	-	435		TRUE	9	HC	AA	1384	4	833	1.86840000E+001	TRUE	11	NP	F	0	-	1265										TRUE	5	NP	F	0	-	402		TRUE	9	NP	F	0	-	833		TRUE	11	EX	AAA	2249	7	1238	3.26105000E+001									
草原の王女-軌跡を辿って-	Base	Base	0	0	0	0	31.995									TRUE	3	NP	F	0	-	352		TRUE	7	NP	F	0	-	629		TRUE	10	NP	F	0	-	1172										TRUE	4	NP	F	0	-	433		TRUE	8	NP	F	0	-	722		TRUE	10	FC	AAA	2133	0	1127	3.19950000E+001									
O/D*20	Sub	CB2	0	0	0	0	32.8715									TRUE	6	NP	F	0	-	581		TRUE	8	NP	F	0	-	854		TRUE	10	NP	F	0	-	1071										TRUE	6	NP	F	0	-	659		TRUE	10	FC	AAA	1837	1	1013		TRUE	11	EX	AAA	2267	6	1246	3.28715000E+001									
255	Bits	Bits	6000	9000	12000	0	37.968									TRUE	6	NP	F	0	-	469		TRUE	9	NP	F	0	-	823		TRUE	12	NP	F	0	-	1676										TRUE	6	NP	F	0	-	564		TRUE	9	FC	AAA	1767	0	953		TRUE	12	EX	AA	2712	24	1590	3.79680000E+001									
Battleground	Sub	CB1	0	0	0	0	33.5965									TRUE	6	NP	F	0	-	595		TRUE	9	NP	F	0	-	968		TRUE	11	NP	F	0	-	1361										TRUE	6	NP	F	0	-	587		TRUE	9	NP	F	0	-	900		TRUE	11	FC	AA	2317	5	1304	3.35965000E+001									
